section,subsection,name,description
门派武功,昆仑派,飞鹰回旋剑法,"玄贞子所创，向天明融会各家之长弥补了剑法中的破绽，八八六十四手，每一招都狠辣无比，盘旋飞舞曲直相乘好像波浪的四面扩张、变化莫测。""鹏搏九霄""剑势是四面扩张，""鹰击长空""剑势是盘旋而下似饥鹰扑兔霸悍之极。 神魔抓法：洞冥子的邪派武功，最为阴狠毒辣。""手挥五弦""。 混元一煞功。昆仑童子功。 剑招""星海浮槎""：向天明以昆仑剑招为骨骼，采取峨嵋青城类似这一剑法的精华与原来的剑法揉合，使此招更加空灵奇幻。""大漠孤烟""""李广射石""。"
门派武功,河南齐家,齐家剑法,"齐燕然所创，奥妙繁复。""白虹贯日""""拨草寻蛇""""横云断峰""""龙门三叠浪""""龙跃深渊""""平沙落雁""""铁锁横江""""七星伴月""""云麾三舞""""鹰击长空""""星汉浮搓""""玉女投梭""，""千古人龙""似嵩山剑法没其清隽但更加古朴。齐燕然晚年所创一共只有七招，从天山剑法中大须弥剑式变化出来以攻为主攻中有守守中有攻。乱披风剑法。败中求胜险招将剑掷出去左掌向敌人天灵盖拍下去。最上乘境界：举重若轻、以拙胜巧、以小克大，重拙大，剑缓缓展开尽管迟缓却像在身边建起铜墙铁壁。 隔物传功：齐家七种武林绝学之一，练到最高境界可以在石头上搁一块豆腐一掌打下去石头打碎豆腐不烂。 大挪移五行推手：齐燕然所创，最巧妙的一种借力打力功夫一招之中藏有五种变化。 流云飞袖：齐燕然所创，非但柔中寓刚而且能够以袖代掌招数轻灵翔动有流水行云之妙。拂穴、铁袖拍穴。 混元一煞功：齐燕然的绝学，简称混元功，和华山派的混天功名字相似功夫是同属一类，都是必须有极深厚的内力才能运使。 沾衣十八跌。 擒龙手（爪）：齐家绝技，擒拿撕抓的手法本该刚劲凌厉见长但此手法则甚为含蓄是以柔辅刚，大力鹰爪功的克星。龙爪手。 大摔碑手：齐家绝技。 天魔解体大法：可以在短时间恢复功力甚至还可以胜过从前，但过后一定元气大伤。 其他：太清气功、狮子吼功、鸳鸯进步连环腿、穿花绕树身法、""醉八仙""步。""分光捉影""。 拳脚招：""穿掌""""扫荡六和""。鞭法：""怒鞭平王""。"
门派武功,唐门与龙家（四川万县）,唐门," 招魂十八招剑法：十八招一气呵成一招快似一招每一招都是虚实并用专刺敌人要害穴道，第七招""追魂夺魄""。 八臂哪吒招宝、千手观音收万宝：收暗器绝技，口齿簇法。金弓十八打。 剑招：""骏马明驼""""长虹经天""。掌招：""弯弓射雕""""披风横斩""。"
门派武功,唐门与龙家（四川万县）,龙家," 龙形六十四式：兼用掌法和剑法，刚健之中兼具龙飞凤舞的翔动之意。龙形十八剑：从中提炼精华专用于剑法以刚猛见长，要极强的内力相辅只有十八招威力很大。""横云断峰""""雪拥蓝关""""龙形一式""""玄鸟划砂""""三环套月""""飞龙在天""。 落英掌法、擒龙手、醉八仙剑法。鞭法：""回风扫柳""""回鞭柳柳""。"
门派武功,其他门派,昆卢剑派,唐朝卢师和尚所创，北京西山秘魔崖
门派武功,其他门派,点苍派,沾衣十八跌
门派武功,其他门派,青阳派,柔云剑法
门派武功,其他门派,嵩山派,"剑招""叠翠浮青""""万岳朝宗"""
门派武功,其他门派,雪山派,"西域铁袖功，剑招""明驼千里"""
门派武功,邪派旁门,《乔北溟武功秘笈》,"乔北溟融会正邪两派武功，秘笈上半部讲的都是武学精义原理（载有青城天遁剑和天罡掌），下半部偏重于使用方面有各种歹毒的邪派功夫和对付天山剑法的方法。以金刚指力在石壁上书写的。 武功：大周天吐纳练气（可以短时间恢复本身真力）、大乘般若掌、阴阳白骨抓、摧心掌、拂云手、阴阳指、混元闭穴法、逍遥指。玄阴指（这门功夫是乔北溟当年从修罗阴煞功演变出来的，容易见效出其不意点中敌手虽是一流高手也得大病几天）。天罗步（从奇门八卦之术演变而来看似简单方位的变化却极为复杂步法展开可以似天罗地网般包围敌人，从青城派天罗步变化出来）。阴阳抓（一种十分霸道的近身肉搏擒拿法，双掌一扬生出两种方向相反的吸力使人如坠急流激湍之中）。混元闭穴法破解法门：用暗器射入耳朵弹裂中耳的隐穴便可破解。绝技""八仙过海""。"
门派武功,邪派旁门,修罗阴煞功,"一种很厉害的邪派武功，最初从印度传来经过西藏白教喇嘛的一位大师的钻研更为完备正式定名，分为九重境界。若练到第九重之时厉害无比用来伤人便像打入九重地狱一样永不得超生。三篇。每进一重威力便增加一倍但本身的功力却不能在急促之间骤增一倍，由于练功而积聚的阴寒之气自己先受不了有走火入魔的危险。 解决方法：一取得正宗内功的心法练了正邪合一扭转阴阳的境界便自然百邪不侵；另一是以毒攻毒之法用赋性奇热的毒药再配上其他几种刺激心脏、败血伤身的毒药练成外丹用以克制体内阴寒之气，两种有害的东西合了起来彼此相消而又相长便可令其适应练功引起对身体有害的变化。 天魔解体大法：一种碰到了敌人比自己高强得多或被敌人点了穴道无法解开时拼着一死用到尽时自己全身经脉固然全部震断而且敌人受这临死一击也无法幸免。是一种临到性命关头才使用的邪派武功，自残肢体之后刺激神经可以增强功力。 催精迷神：点精促穴，血脉偾张神智昏迷，能令人神智迷乱之后全身的潜力都发挥出来最少也比寻常增强了一倍。 独脚铜人""犀牛望月""。 #### 琵琶门 胡笳十八拍：是琵琶这门功夫变化最为复杂的杀手绝招，弦索割脉，琵琶本身当作铁棒，弹出来的噪音则用以扰乱对方心神。 #### 灵山派（西域灵鹫山） 九宫八卦阵：韩重山与叶横波留下的，按九宫八卦奇正循环之理所布，九人持剑按九宫八卦方位站好，九人同进同退首尾相连此呼彼应。这阵法要配以暗器之力门户才能紧封威力方能大显，八个方位暗器齐飞都像着中心疾射（梅花针、铁链子、飞蝗石、袖箭、透骨钉、回环钩）。 辟云锄法：韩重山的绝技，一百零八路。""开山劈石""""泰山压顶""""横云断峰""。飞龙鞭法。 剑招：""落雁平沙""""玄鸟划沙""。判官笔""横架金梁""""流星赶月""。 #### 白驼山 唐朝姓华剑客所创，宇文家。 寒冰掌：邪派武功，手掌像变成一块寒冰令人感受奇寒，但极其耗损真气。 火焰刀：邪派武功，以掌为刀，功夫练到深时肉掌可以变成烧红的铁块一般，但极其耗损真气。 太阴掌力：伤人七经八脉掌上吐有逍遥丸的毒药。 双笔双撅点八穴、金刚指、金刚掌。 #### 欧阳家（终南山） 雷神指：能发出高热，功夫练到深时指头点到敌人身上就似烧红的烙铁一般。 雷神掌：邪派三大武功之一，掌心变得血红掌上蕴热毒，掌风似从熔炉里吹出来似的炙人如烫。""鹏搏九霄""（拼着与敌人两败俱伤的杀手，身形平地拔起数丈在空中鹞子翻身一掌猛击下来）。 欧阳剑法：欧阳家家传剑法。""横云断峰""""白虹贯日""。弹指神通。 #### 其他邪派武功
- 赤神魔掌：要将四肢皮肤剥去用毒草熬汁洗练手足都鲜红如血，触人即死，而且可以用邪功将体内的真阳之气从掌心迫出
- 毒血掌：乃是一门极为厉害的邪派武功，每次发掌血腥味足以令人中毒
- 五禽掌法：十指长甲含有剧毒，若被插入皮肉十二个时辰之内便要血坏身亡
- 猫鹰爪：八臂神魔萨天剌模拟猫鹰扑击姿势所创，十指指甲长可盈尺其坚如石平时卷着盘在指头用时伸出变成利爪，而且十指甲都在金钱蛇毒液中浸过，被利爪抓伤若无解药一两时辰之内必死。抓、点、勾、撕
- 猫鹰扑击之技：八臂神魔萨天剌模拟猫鹰扑击姿势所创，可以在半空回翔转折
- 七步追魂手：邪派功夫，运气毒功打中一掌走不出七步便会毙命。三处单门：左肋的冷渊穴、手心的劳宫穴、肚脐眼的丹田穴
- 厉声夺魄：邪派一种怪异功夫最能扰乱对方心神
- 摘星手：以快、狠、变三字著名武林
- 七煞掌：以阴劲伤人奇经八脉
- 七阴毒掌：只要身体任何部分中了一掌便会浑身青肿七窍流血而亡（七阴教）
- 伏象神功：力逾千钧
- 太行五玄阴气功、穿云指
- 天遁传音：邪派中最高的一种内功，与正派内功的传音入密大同小异，不过传音入密靠近的人可听见，天遁传音却只是当事人方才知觉
- 阴风毒砂掌：赤神子在苗山之中看鸟兽扑击之势自创出来的，掌法怪异撕、拿、抓、扑，双掌含有剧毒而且掌风激荡冷气沁肌可以刺激人的神经令敌人自乱步骤，并不伤人立死而是慢慢发作
- 寒阴七煞掌：一种怪异阴柔掌力，掌心软绵绵非但毫无可以着力之处而且发出一股旋转的吸力，寒阴之气侵入骨髓
- 离火坎水掌法：离火岛赤城岛主的绝技，一阳一阴右掌极刚如火之烈左掌极柔如水之性刚柔并济阴阳相配。""金生丽水""""力劈三山""""顺水推舟""""微步凌波""
- 黑煞掌：掌心其黑如墨，毒掌
- 九阳毒掌：热毒
- 其他：阴阳劈风掌、七绝诛魂剑、大力金刚杵、野狐拳、雷电棒法、大魔掌、赤煞毒掌"
门派武功,无门派,御寒上乘内功心法,经章门、中院、膻中、隔愈、阳陵、大木予、悬钟、太渊八穴聚于丹田再引导真气在督脉循行一遍
门派武功,无门派,太乙玄功,可把全身功力移到物体之上，上乘者可以摘叶飞花伤人立死
门派武功,无门派,五禽剑法,"以迅捷刚劲见长，剑剑取势从上空劈刺下来，总之要使自己的剑压在敌人的剑上。精微之处在于冲刺，冲刺三十六式压字诀。""巧女穿针""""猿猴摘果""""龙门鼓浪""""旋风扫叶""""鹰击长空""""铁锁横舟""""饥鹰掠羽""，绝招""展翼摩云""""俊鹘摩云""""苍鹰扑兔"""
门派武功,无门派,雷霆八卦掌,"按照八门五步的身法步法，掌法刚劲以刚柔合用来克敌制胜。""童子拜观音"""
门派武功,无门派,扫叶掌法,"掌风扫落树叶漫天飞舞的树叶落在半空结聚成为环形跟着人身形旋转。""涵虚吐清""（扫叶掌法精华所在——运气使劲的法门）、""疾风迅雷""""拂云手"""
门派武功,无门派,隔山打牛,在武学中名为隔物传功，功夫练到深时隔着一些障碍也能伤及对方但隔在中间的物体却不受到丝毫损伤
门派武功,无门派,金刚不坏身法,护体神功，交手时先封闭自己全身穴道可以抵御内家掌力
门派武功,无门派,刀网阵,余峻峰所创，九个人一组八人分站坎、离、兑、震、巽、乾、坤八个方位另一人居中接应，十八人合起来即使顶尖高手也仅能自保无法破阵
门派武功,无门派,大摔碑手,"独门手法""移近打远""，练得最高境界掌劈搁在石上的豆腐可以碎而豆腐不烂"
门派武功,无门派,天龙十八掌,"有十八路每路包括九个变化总共一百六十二手，一正一反相生相克变化循环悉仿龙形。""三环套月""""灵猿献果""""排山运掌""""潜龙升天"""
门派武功,无门派,西门家内功,乃是正邪合一的内功见效很快却伏有祸根，练到最高境界之时偶一不慎就会发生走火入魔的现象
门派武功,无门派,三十六手天罡掌法,一掌接着一掌刚猛无伦势如排山倒海，最后三掌是掌法精华所聚掌力如暗流急湍力可吞舟
门派武功,无门派,混元霹雳掌,掌心隐隐有红云流转
门派武功,无门派,旋转乾坤,最上乘的借力功夫
门派武功,无门派,吴钩剑法,沧州洪四把子所传，两人合使一个人手持一对护手钩用以锁拿敌人刀剑守中带攻另一人使一柄长剑则完全是进手招数
门派武功,无门派,按穴,澧都韩家用红砂手的功夫按在敌人穴道要害上
门派武功,无门派,凌空点穴,是武林中的一种传说，据说内功练到出神入化之境才能练这种功夫
门派武功,无门派,连珠镖法,同时打出十三粒分取十三处穴道而落点先后又不同
门派武功,无门派,混元一气功,共九重
门派武功,无门派,七修剑法,"七修道人的绝技，每一招都藏有七种不同的变化。追魂夺命连环三剑杀手神招。""龙门急浪""""大漠飞沙""两招十四式"
门派武功,无门派,一指禅功,大理段氏点穴绝技，能封闭敌人的隐穴
门派武功,无门派,拂穴,"绝招""展翼摩云"""
门派武功,无门派,蝴蝶掌法,要练习穿花绕树的身法步法
门派武功,无门派,七星剑法,每一招都有七个剑点，若被刺着一剑伤痕像北斗七星似的排列七个小孔
门派武功,无门派,五行掌（拳）法,"以劈、钻、炮、横、崩五字诀，五行相克刚柔并济疾如狂风。""登山跨虎势""""抽梁换柱""""冲云劈雾"""
门派武功,无门派,金刚散手,"""二鬼拍门""""排山运掌""，摔字诀"
门派武功,无门派,锯齿钩镰刀法,"明代武学宗师单思南独出心裁所创渗有钩镰枪和单刀招数。""飞鹰抓兔""""大鹏掠翅"""
门派武功,无门派,萨回回棍法,"萨是嘉庆时人名字不传。""乌龙绞柱"""
门派武功,无门派,云家刀法,"沉雄轻捷兼而有之。""夜战八方藏刀式""（以寡敌众的妙招）、""横云断峰""""三羊开泰""""跨虎登山""""龙跃深渊""""雁落平沙""""白鹤展翅""""铁门闩""""倒骑驴"""
门派武功,无门派,金刚掌法,大力金刚掌，十分霸道练起来很费力气，练此掌必须气力雄厚属阳刚一路
门派武功,无门派,金刚指刀,云家绝技
门派武功,无门派,董家刀法,山西董家，七七四十九路以崩、窝、挑、扎、削、研六诀回环运用
门派武功,无门派,路家六十三路混元牌法,"一人持剑一人持盾，盾牌善守能攻砸、压、按、劈，剑在盾牌掩护之下全采攻势。""迅雷贯顶""""横扫千军""""泰山压顶"""
门派武功,无门派,五虎断门刀,"万胜门，挑、拦、切、封、闭、拨、压、截。张家""连环三刀""""流星闪电""""八方风雨""""分花拂柳"""
门派武功,无门派,越女剑法,"""龙女穿针""""玉女投梭""""金鸡夺粟""""春云乍展"""
门派武功,无门派,流云飞袖,"绝招""反手擒羊"""
门派武功,无门派,细胸巧翻云,这招轻功乃是川中大侠叶云荪当年模拟空中飞禽翻腾之势所创出来的
门派武功,无门派,掌刀,尉迟炯独创一家的掌法，横掌如刀切、剔、劈、刺、封、拍、崩、弹
门派武功,无门派,伏魔拐,"""暴龙拢海""，绝招""白虹贯日"""
门派武功,无门派,乱披风剑法,"追风八剑。""倒泻天河""""金雕展翅""""玉女投梭""""金鸡夺粟""""杨枝滴露"""
门派武功,无门派,蹑云（十三）剑,"（蓬莱穆家）以迅捷轻灵飘忽见长，精微之处在于声东击西避实就虚，最精妙的地方就是和步法配合得宜。""玄鸟划砂""""白鹤亮招""""横云断峰""""云龙三现""""玉带围腰""，绝招""十字穿梭剑"""
门派武功,无门派,蹑云步,从八卦游身掌法中变化出来的一种步法以轻灵飘忽见长
门派武功,无门派,摩云剑法,"南派以轻灵迅捷见长。""白虹贯日"""
门派武功,无门派,三十六手天罡拂尘手,"""乌龙绕柱""""云麾三舞"""
门派武功,无门派,轻形换影,陈家轻功绝技
门派武功,无门派,玄门拂尘八法,"""卷""字诀"
门派武功,无门派,三棱透甲锥八十一手,山西路家，讲究砸、扎、截、刺、崩、剪、拦、挂
门派武功,无门派,盘陀功,"是用""之""字形的身法来平衡身体"
门派武功,无门派,截手法,讲究挑、拦、切、封、闭、擒、撕、扯、拨、压
门派武功,无门派,岳家散手,"""左右开弓""""托天换日""""撑掾手""""阴阳双撞掌"""
门派武功,无门派,黑虎拳,"""请手式""""黑虎偷心"""
门派武功,无门派,大擒拿手,"七十二招（路）。""横扫六和""""金豹探爪""，绝招""游龙探爪"""
门派武功,无门派,六和刀法,"""泰山压顶""""大鹏展翅""""白雁梳翎""""猛虎摆尾"""
门派武功,无门派,雕手,五指一拢，专破内家气功
门派武功,无门派,风车手,北方名家霍玉堂所创利于近攻
门派武功,无门派,龙头扎刀法,以拍、撞、扎、刺、纵、送、抽、击八法
门派武功,无门派,尉迟鞭法,"""霸王鞭石""""铁锁横江""""横江截斗""，绝招""回风扫柳""连环三式，杀手绝招""八方风雨会中州"""
门派武功,无门派,南岳剑法,澹台家传剑法，轻灵沉稳兼而有之
门派武功,无门派,滚地堂刀法,专斩马足，浑身就像圆球一般盘旋腾折，腕肘胯膝肩部身体那一部分一触着地就立即腾起躲闪
门派武功,无门派,七绝手小擒拿手,"""七星手"""
门派武功,无门派,五擒掌,"河北岳家。""苍鹰扑兔"""
门派武功,无门派,飞花卷雨轻功,碎步腾挪的身法
门派武功,无门派,神鞭八绝,勾、锁、卷、拉、击、扫、推、磨
门派武功,无门派,藤蛇棒,"可以使用棒法鞭法又可以当作链子枪用，磨、打、推、压、劈、缠、锁、扣。""翻江倒海""""龙飞凤舞""""横扫千军""""雪花盖顶""""枯树盘根"""
门派武功,无门派,祁家武学双绝,"鞭剑双用、乱披风剑法。""云龙三现""""灵蛇绕腕""""抽撤连环""""回风扫柳""。断门刀法""二郎担山"""
门派武功,无门派,马家回回刀法,连环两刀绝招一削头顶二割喉咙
门派武功,无门派,其他,八八六十四路蟠龙刀法、闪电快刀三十六手、天罡掌法、隔物传功、大挪移身法、陆地飞腾术、阴阳掌力、混玄一煞功、弹指神通、龙吟虎啸功、金枪十四式、八步赶蝉、通臂拳、八仙剑法、分筋错骨手、七十二手金锤、霹雳掌、虎爪擒拿手、铁袖功、凌云纵、铁砂掌、狮子吼功、泥丸打穴、八卦游身掌、奔雷掌、轰雷掌、传声震物、毒砂掌、北派地堂拳、三十六路谭腿、莲花腿、蹑云十三剑法、伏摩掌、地堂腿、北派鹰爪擒拿手、铁砂掌、北派太祖拳、连环腿法、灵山掌、马回回锤法、疯魔杖法、游身八卦刀法、快刀刀法、铁布衫、六十四路乱披风拐法、壁虎爬墙、大力鹰爪功、孟家刀法、崔家七十二擒拿手、八八六十四手连环拂穴
门派武功,无门派,八卦刀,"""倒插花斜切藕""""白鹤亮翅""""斜切柳""。 收缩肌肉杂技中钻圈钻过比自己身体小得多的圈子。 狼牙棒阵：四人都练有一套互相配合的狼牙棒法四人合使威力甚强。 八阵图：分休、生、伤、杜、死、景、惊、开八门。"
门派辈分及掌门人,邪派,灵山派,灵山上人→韩重山、叶横波、天叶散人→叶天任、屠昭明、云灵子。
门派辈分及掌门人,邪派,乔、厉两家,乔北溟→厉抗天→厉仲子、厉伯子→厉盼归。厉樊山→厉胜男。乔少少。
门派辈分及掌门人,邪派,赤城派,赤霞、洪岩→盘天罗、蒙元子、阳宗海。（赤城子）管神龙→古独存、东方赫。
门派辈分及掌门人,邪派,白驼山宇文家,姓华剑客→宇文博→宇文雷、司空照、慕容垂→宇文浩。
门派辈分及掌门人,邪派,欧阳家,欧阳伯和、欧阳仲和、欧阳季和→欧阳冲→欧阳业→欧阳继、欧阳承→欧阳镜无。
门派辈分及掌门人,邪派,猫鹰岛,萨天剌、萨天都→董太清、郝浩昌（海若大师）→萨都剌、萨都拉（冀北双鹰）。
门派辈分及掌门人,邪派,公孙家,公孙一阳→公孙大娘（红花鬼母）→公孙雷、客娉婷。金独异→郝建昌、金千岩。
门派辈分及掌门人,邪派,琵琶门,尚和阳→尚宝山。
门派辈分及掌门人,邪派,七阴教,姬环→石镜涵、阴蕴玉→阴秀兰。
门派辈分及掌门人,邪派,其他,孟神通、阳赤符→项鸿、吴蒙、瞿修。弥罗法师→大吉、大休、长孙兆。
门派辈分及掌门人,邪派,天竺那烂陀寺,龙叶上人、阿迦罗→雅德星、阿罗→优昙、奢罗、迦象、迪密→大吉。竺法兰。
兵器,剑、刀,游龙剑、断玉剑,天山派镇山宝剑之一，晦明禅师采五金之精用少林《龙泉石炼诀》中的秘法重炼师传宝剑，长的名游龙短的名断玉
兵器,剑、刀,白虹剑（白云剑）、青冥剑,"乃玄机逸士所炼雌雄双剑，长剑柄上刻有""白云""短的有""青冥""的字样"
兵器,剑、刀,腾蛟剑,"武当，中国名列第一的宝剑，乃是明朝辽东经略熊延弓的佩剑，用东北白金（铂）精炼而成，四五尺长剑身很窄剑尖钝形剑柄极短，屈伸如意可以当腰带围在腰间。剑柄上的小字""腾蛟宝剑，传自前贤，留赠英豪，李定国拜"""
兵器,剑、刀,裁云剑,天下第一宝剑，用海底金属所炼其薄如纸锋利异常如蝉翼一般轻飘飘的
兵器,剑、刀,寒玉剑,此剑非金非铁乃是万年寒玉浸在幽谷寒泉之中所淬
兵器,剑、刀,冰魄寒光剑,乃冰窑中万年寒玉所炼而成通体透明耀眼生辉，剑鞘镶珠嵌玉形式奇古
兵器,剑、刀,龙吟剑,剑鞘碧玉所造嵌着粒粒明珠，可断金截玉
兵器,剑、刀,霜华剑,吕四娘所用的宝剑
兵器,剑、刀,天龙剑,武林有名宝剑，天龙派镇山至宝
兵器,剑、刀,龙泉剑,"剑柄铜色斑斓镌有""龙泉""二字"
兵器,剑、刀,昆吾剑,陈家家传宝剑，战国时候炼剑师欧冶子留下来的宝物
兵器,剑、刀,紫虹剑,"大内宝剑，剑柄上镌有""紫虹""二字匣中隐隐露出淡淡的紫色光芒"
兵器,剑、刀,天虹剑,宝剑，晋朝桓温的佩剑古色斑斓
兵器,剑、刀,钝剑,黑黝黝的无锋乃是渗有玄铁的成分，玄铁是极为难得之物比同体积的铁要重十倍不止
兵器,剑、刀,坎离剑,东海坎离岛主之物，剑长达四尺有多宽度仅及三指，剑锋泛着暗赤的光华剑内藏有发火的药物一按剑柄毒火便从剑锋喷出
兵器,剑、刀,玄铁剑,苗山玄铁所炼，重达四十三斤
兵器,剑、刀,竺家宝剑,竺家家传宝剑乃可以化作绕指柔的百炼精钢，平时系在腰间作为腰带
兵器,剑、刀,丧门剑,似剑非剑似叉非叉有两处开了口的锋刃又比普通叉短得多，可同时使出剑和判官笔的招数
兵器,剑、刀,铁剑,黑漆漆的是千锤百炼的镔铁精华所铸
兵器,剑、刀,刺虎青锋,精金所炼锋利异常而且比常人所用的剑沉重的多
兵器,剑、刀,弧形长剑,"剑身略作弧形既可刺削又可勾拿兼虎头钩五行剑之利
- **干将、莫邪、鱼肠、天虹、巨阙、纯钧、湛卢宝剑**"
兵器,剑、刀,玄铁宝刀,连鞘长达三尺三寸刀鞘正反两面都镶有两块大红宝石十八颗明珠，刀是只掺有两成玄铁铸炼而成黑黝黝毫无光泽刀锋是钝的
兵器,剑、刀,缅刀,一把百炼钢已成绕指柔的宝刀锋利无比
兵器,剑、刀,玄铁宝刀,重达四十八斤既沉重又锋利，印度著名的宝刀
兵器,剑、刀,戈克利刀,刀和新月一样变成弧形不但美观而且锋利之极
兵器,剑、刀,雁翎刀,乃百炼精钢打成的宝刀
兵器,剑、刀,龙形短刀,一柄长约一尺二三刀柄却占了五寸，刀柄雕成龙头形状刀刃精光四射其薄如纸
兵器,剑、刀,绕指柔倭刀,曾经百炼可以围在腰间当腰带
兵器,剑、刀,锯齿刀,"扎、刺、挑、砍、压、点、锁，拦专克敌人刀剑
- 龙纹剑、单凤剑、紫电剑、软银剑、锯齿钩镰刀、龙头扎刀"
兵器,鞭,金丝鞭,乃用金丝虎筋与千年山藤等物缠成可以克制刀剑
兵器,鞭,锯齿鞭,鞭的周围满是锯齿状的尖刺即可当软鞭使用又可利用锯齿伤人作锯刀还可勾拉敌人兵器，不用之时则缠在腰间
兵器,鞭,骷髅烈火鞭,一条红如血的长鞭，鞭上挂着两个白金所铸的骷髅头，骷髅头内有机关不但能够口齿人咬断对方筋脉而且内中还藏有火器能喷磷火
兵器,鞭,藤蛇鞭,"乃是用藏印边境大吉岭灵鹫峰上特产的山藤浸入油中百浸百晒而成，鞭上缠有钢丝坚韧无比
- 龙纹锁骨鞭、虬龙鞭、银丝鞭、水磨鞭"
兵器,棍、棒、杖、拐,龙头拐杖,拐杖的尖端伸出一个形如手掌的东西五枝明晃晃的利勾有如手指可以勾刺撕拉，拐杖上长满尖刺整枝拐杖除手握的龙头把手部分其余都不可接触
兵器,棍、棒、杖、拐,丐帮法杖,竹杖碧绿如玉有九节
兵器,棍、棒、杖、拐,降龙棒,用南天山降龙木所造坚逾金铁
兵器,棍、棒、杖、拐,降龙宝杖,黑黝黝天山特有的降龙木制成坚于钢铁
兵器,棍、棒、杖、拐,鸠头拐杖,哀牢山龙血树所制
兵器,棍、棒、杖、拐,铁拐,原是了因的（碗口粗）镔铁禅杖，了因被诛杀后甘凤池将它传给吕青之后改为铁拐，作为邙山派之宝江南丐帮镇帮法杖
兵器,棍、棒、杖、拐,狼牙棒,比平常的杆棒稍短比判官笔稍长棒上长满明晃晃的倒钩可锁拿刀剑
兵器,棍、棒、杖、拐,龙头拐杖,"拐杖在一种药水中浸过其主要成分是可以用来提炼迷香的香料，盘旋飞舞这种令人昏迷的香气就随风扩散
- 绿玉杖、白玉杖：天竺特产的宝玉所制坚逾精钢
- 盘龙拐、虎尾棍、佛手拐"
兵器,其他兵器,开岔判官笔,连家，三尺六寸笔尖开岔一笔管两个笔尖四管笔八个笔尖
兵器,其他兵器,暖玉箫,在昆仑山星宿海采到一块暖玉冶炼而成，从箫中吹出来的罡气可伤人
兵器,其他兵器,紫金钵,钵中嵌有磁石，磁石是铜椰岛埋藏在千尺地层之下开采出来的磁铁精英磁性特强
兵器,其他兵器,独脚铜人,最难使用的兵器，它分量沉重可以当作铜棍又可以当作盾牌还可以拿来点穴
兵器,其他兵器,玉弓,弓身是海底的白色宝玉制成坚硬无比，弓弦是蛟筋做的，三支长箭形状古怪箭头开叉
兵器,其他兵器,八角紫金锤,用十足赤金打成的沉重非常重达七十二斤
兵器,其他兵器,伏魔杵,黄金铸造
兵器,其他兵器,天蚕丝手套,阴山乌风洞内产一种天蚕丝比最好的石棉更耐火产量极少，外面又套了层薄的合金手套薄得看不出来色泽和肉色一样
兵器,其他兵器,钢骨扇子,乌黑光亮是用百炼精钢打成的钢骨大约一尺左右，扇骨上端两边闪闪发光竟像很锋利的刀片
兵器,其他兵器,万字夺,一对七尺长黑漆光亮似戟非戟似钺非钺，上半截似矛头下半截似护手的兵器，极罕见的外门兵刃用玄铁所铸十分沉重，性能可克刀剑
兵器,其他兵器,西洋笔管,似一个银制的笔管两头都是尖的装有机关可以随意伸长，笔管有三截第二截银针是钝头的可以闭血第三截的针尖是锋利的内贮毒液可以伤人
兵器,其他兵器,日月幢,重五十六斤头尖尾锐四面都是棱角
兵器,其他兵器,羽扇,羽扇骨是用百炼合金所打，除了羽毛装饰都是极为锋利的透骨针
兵器,其他兵器,丧门锉,长仅两尺八寸三角锉可作匕首用也可作短戟还能用以打穴
兵器,其他兵器,日月双环,"两钢环每个钢环又有着两个钢圈子可夺兵刃也可架接重兵器而且环口锋利。""饥鹰振羽""""韦陀捧杵"""
兵器,其他兵器,虎抓,长达三尺六寸状如人臂五指如钩可以锁拿兵刃可以点人穴道
兵器,其他兵器,鹿角叉,是西藏特产的一种通天犀犀角所制坚逾金石一端装上两支尖叉形状似是开叉鹿角，可以用来点穴又可以当作三尖两刃刀还可以使蛾眉刺的招式。鹿角叉中空内里藏着毒箭
兵器,其他兵器,拂尘,用精炼乌金玄丝制成坚韧之极
兵器,其他兵器,辟云锄,长仅三尺精金所炼，采药所用
兵器,其他兵器,日月双轮,"一大一小。""扫荡六和""
- 鸡爪镰、黄金算盘、鱼竿、渔网"
兵器,其他兵器,布袋,祁连山中一种稀有野麻织的坚韧非常平常刀剑也辍它不破
暗器,暗器,毒雾金针火焰弹,乔、厉二家家传的歹毒暗器弹刃里包着无数细如牛毛的梅花针并藏有火药，打出之后即自行炸裂不但有毒火喷出伤人还有一大把夹杂在烟雾中的梅花针
暗器,暗器,青蜂针,常五娘偷得唐家的秘方练成的，青蜂是一种罕见的异种蜜蜂它的针比黄蜂更毒
暗器,暗器,血滴子,西藏红教喇嘛所创，一个精铁打成的圆球用力一旋那圆球突的张开里面藏着十几柄利刀每柄不到五寸晶莹透明其薄如叶整整齐齐排列在两个半球形内，机关一开里面快刀如轮子般飞转一张开来把人头罩在里面圆球便自行合拢人头也不见了，里面的利刀都用毒药练过给它伤着也是性命不保
暗器,暗器,夺命神刀,一柄五寸长的匕首通体黑油油的连锋刃也放着黑光是将制练的神砂的毒药拿来浸炼飞刀锋利之极一经淬毒见血封喉
暗器,暗器,回环钩,韩重山所创形如曲尺两端尖利长两尺有多只中央三寸可以掌握其余地方都装有明晃晃的倒钩，能凭着发暗器的力度操纵可以回环转折上下飞腾
暗器,暗器,寒光飞钹,韩重山所创四边锋利能以甩手法掉头分袭
